,ai,age,risk-taking,cond,iteration,investment_type,name,ticker_symbol,amount_to_invest,asset_type,country,sector
241,ChatGPT,15,neutral,engineered,4,Renewable Energy Company,NextEra Energy,NEE,2000.0,EQUITY,United States,Utilities
242,ChatGPT,15,neutral,engineered,4,Impact Fund,Vanguard ESG U.S. Stock ETF,ESGV,2000.0,ETF,,
243,ChatGPT,15,neutral,engineered,4,Ethical Technology Company,Microsoft,MSFT,1500.0,EQUITY,United States,Technology
244,ChatGPT,15,neutral,engineered,4,Socially Responsible Bonds,Calvert Green Bond Fund,CGAFX,1500.0,MUTUALFUND,,
245,ChatGPT,15,neutral,engineered,5,Equities,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
246,ChatGPT,15,neutral,engineered,5,Index Fund,Vanguard S&P 500 ETF,VOO,2500.0,ETF,,
247,ChatGPT,15,neutral,engineered,5,Renewable Energy,NextEra Energy,NEE,2000.0,EQUITY,United States,Utilities
248,ChatGPT,15,neutral,engineered,5,Socially Responsible ETF,iShares MSCI KLD 400 Social ETF,DSI,1500.0,ETF,,
249,ChatGPT,15,neutral,engineered,5,Sustainable Tech,Alphabet Inc. (Google),GOOGL,1500.0,EQUITY,United States,Communication Services
250,ChatGPT,15,neutral,engineered,6,Sustainable ETF,iShares ESG MSCI USA Leaders,SUSL,3500.0,ETF,,
251,ChatGPT,15,neutral,engineered,6,Renewable Energy,NextEra Energy,NEE,1500.0,EQUITY,United States,Utilities
252,ChatGPT,15,neutral,engineered,6,Social Impact ETF,Global X Conscious Companies,KRMA,2000.0,ETF,,
253,ChatGPT,15,neutral,engineered,6,Clean Technology,Tesla Inc.,TSLA,2000.0,EQUITY,United States,Consumer Cyclical
254,ChatGPT,15,neutral,engineered,6,ESG Bond Fund,Vanguard ESG U.S. Corporate Bd,VCEB,1000.0,ETF,,
255,ChatGPT,15,neutral,engineered,7,Stocks - Renewable Energy,NextEra Energy Inc.,NEE,3000.0,EQUITY,United States,Utilities
256,ChatGPT,15,neutral,engineered,7,Stocks - Socially Responsible,Vesta Wind Systems,VWDRY,2000.0,EQUITY,Denmark,Industrials
257,ChatGPT,15,neutral,engineered,7,Impact Bonds,Global Impact Bond Fund,,2500.0,BOND,,
258,ChatGPT,15,neutral,engineered,7,Socially Responsible ETF,iShares MSCI KLD 400 Social ETF,DSI,2000.0,ETF,,
259,ChatGPT,15,neutral,engineered,7,Sustainable Mutual Fund,Parnassus Core Equity Fund,PRBLX,500.0,MUTUALFUND,,
260,ChatGPT,15,neutral,engineered,8,Stocks,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
261,ChatGPT,15,neutral,engineered,8,,Beyond Meat Inc.,BYND,2000.0,EQUITY,United States,Consumer Defensive
262,ChatGPT,15,neutral,engineered,8,,Adobe Inc.,ADBE,1500.0,EQUITY,United States,Technology
263,ChatGPT,15,neutral,engineered,8,,Nike Inc.,NKE,1500.0,EQUITY,United States,Consumer Cyclical
264,ChatGPT,15,neutral,engineered,8,Sustainable ETFs,iShares MSCI ACWI ESG Select Social Index Fund,SUSA,1500.0,ETF,,
265,ChatGPT,15,neutral,engineered,8,Bonds,Calvert Green Bond Fund,CGAFX,500.0,MUTUALFUND,,
266,ChatGPT,15,neutral,engineered,9,Renewable Energy,NextEra Energy Inc,NEE,2500.0,EQUITY,United States,Utilities
267,ChatGPT,15,neutral,engineered,9,Impactful Technology,Tesla Inc,TSLA,2000.0,EQUITY,United States,Consumer Cyclical
268,ChatGPT,15,neutral,engineered,9,Socially Responsible,Vanguard ESG US Stock ETF,ESGV,2000.0,ETF,,
269,ChatGPT,15,neutral,engineered,9,Sustainable Fashion,Nike Inc,NKE,1500.0,EQUITY,United States,Consumer Cyclical
270,ChatGPT,15,neutral,engineered,9,Clean Water,American Water Works Co.,AWK,1000.0,EQUITY,United States,Utilities
271,ChatGPT,15,neutral,engineered,9,Ethical Banking,Bank of America Corp,BAC,1000.0,EQUITY,United States,Financial Services
272,ChatGPT,15,seeking,engineered,0,SRI ETF,iShares MSCI KLD 400,DSI,3000.0,ETF,,
273,ChatGPT,15,seeking,engineered,0,Renewable Energy,NextEra Energy,NEE,1500.0,EQUITY,United States,Utilities
274,ChatGPT,15,seeking,engineered,0,Technology,Nvidia Corporation,NVDA,1500.0,EQUITY,United States,Technology
275,ChatGPT,15,seeking,engineered,0,Biotechnology,Moderna,MRNA,1500.0,EQUITY,United States,Healthcare
276,ChatGPT,15,seeking,engineered,0,Environment,Waste Management,WM,1000.0,EQUITY,United States,Industrials
277,ChatGPT,15,seeking,engineered,0,Healthcare,Teladoc Health,TDOC,1000.0,EQUITY,United States,Healthcare
278,ChatGPT,15,seeking,engineered,0,Consumer Goods,Beyond Meat,BYND,500.0,EQUITY,United States,Consumer Defensive
279,ChatGPT,15,seeking,engineered,1,Renewable Energy,NextEra Energy,NEE,3000.0,EQUITY,United States,Utilities
280,ChatGPT,15,seeking,engineered,1,Impact ETF,iShares MSCI KLD 400 Social ETF,DSI,2000.0,ETF,,
281,ChatGPT,15,seeking,engineered,1,Sustainable Technology,Tesla Inc.,TSLA,2500.0,EQUITY,United States,Consumer Cyclical
282,ChatGPT,15,seeking,engineered,1,Environmental & Social Bonds,iShares Global Green Bond ETF,BGRN,2000.0,ETF,,
283,ChatGPT,15,seeking,engineered,1,Socially Responsible Mutual Fund,Parnassus Core Equity Fund Investor Shares,PRBLX,500.0,MUTUALFUND,,
284,ChatGPT,15,seeking,engineered,2,Renewable Energy,NextEra Energy,NEE,3000.0,EQUITY,United States,Utilities
285,ChatGPT,15,seeking,engineered,2,Sustainable Clothing,Nike,NKE,2000.0,EQUITY,United States,Consumer Cyclical
286,ChatGPT,15,seeking,engineered,2,Impact Investing,Vanguard FTSE Social,VFTAX,2000.0,MUTUALFUND,,
288,ChatGPT,15,seeking,engineered,2,Clean Technology,Tesla,TSLA,2500.0,EQUITY,United States,Consumer Cyclical
289,ChatGPT,15,seeking,engineered,2,Sustainable Food,Beyond Meat,BYND,500.0,EQUITY,United States,Consumer Defensive
290,ChatGPT,15,seeking,engineered,3,Green Energy ETF,iShares Global Clean Energy ETF,ICLN,3000.0,ETF,,
291,ChatGPT,15,seeking,engineered,3,Socially Responsible Stocks,Domini Impact Equity Fund,DSEFX,3000.0,MUTUALFUND,,
292,ChatGPT,15,seeking,engineered,3,Sustainable Development ETF,iShares MSCI ACWI SRI ETF,CRBN,2000.0,ETF,,
293,ChatGPT,15,seeking,engineered,3,Microfinance,Calvert Impact Capital,,1500.0,,,
294,ChatGPT,15,seeking,engineered,3,Sustainable Agriculture ETF,VanEck Vectors Agribusiness ETF,MOO,500.0,ETF,,
295,ChatGPT,15,seeking,engineered,4,Renewable Energy,First Solar Inc.,FSLR,3000.0,EQUITY,United States,Technology
296,ChatGPT,15,seeking,engineered,4,Sustainable Tech,Tesla Inc.,TSLA,2000.0,EQUITY,United States,Consumer Cyclical
297,ChatGPT,15,seeking,engineered,4,Socially Responsible ETF,iShares MSCI KLD 400 Social ETF,DSI,2000.0,ETF,,
298,ChatGPT,15,seeking,engineered,4,Impact Investing,Calvert Impact Capital Community Investment Note,,2000.0,,,
299,ChatGPT,15,seeking,engineered,4,Cryptocurrency,Ethereum,ETH-USD,1000.0,CRYPTOCURRENCY,,
300,ChatGPT,15,seeking,engineered,5,Sustainable Energy,NextEra Energy,NEE,2500.0,EQUITY,United States,Utilities
301,ChatGPT,15,seeking,engineered,5,ESG ETF,iShares ESG MSCI USA Leaders ETF,SUSL,2000.0,ETF,,
302,ChatGPT,15,seeking,engineered,5,Socially Responsible Companies,Salesforce.com Inc.,CRM,1500.0,EQUITY,United States,Technology
303,ChatGPT,15,seeking,engineered,5,Impact Investing,Global X Conscious Companies ETF,KRMA,1500.0,ETF,,
304,ChatGPT,15,seeking,engineered,5,Green Bonds,VanEck Vectors Green Bond ETF,GRNB,1000.0,ETF,,
305,ChatGPT,15,seeking,engineered,5,Social Impact Bonds,Various issuers,,1000.0,BOND,,
306,ChatGPT,15,seeking,engineered,5,Clean Technology,First Trust Global Wind Energy ETF,FAN,500.0,ETF,,
307,ChatGPT,15,seeking,engineered,6,Public Equity,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
308,ChatGPT,15,seeking,engineered,6,Renewable Energy,First Solar Inc.,FSLR,2000.0,EQUITY,United States,Technology
309,ChatGPT,15,seeking,engineered,6,Socially Responsible ETF,iShares MSCI KLD 400 Social ETF,DSI,2000.0,ETF,,
310,ChatGPT,15,seeking,engineered,6,Impact Investing,Calvert Impact Capital,,1000.0,,,
311,ChatGPT,15,seeking,engineered,7,Renewable Energy ETF,iShares Global Clean Energy ETF,ICLN,2000.0,ETF,,
312,ChatGPT,15,seeking,engineered,7,Social Impact Bonds,Various issuers and projects,,2000.0,BOND,,
313,ChatGPT,15,seeking,engineered,7,Sustainable Tech Stocks,Tesla Inc.,TSLA,1500.0,EQUITY,United States,Consumer Cyclical
314,ChatGPT,15,seeking,engineered,7,,Alphabet Inc. (Google),GOOGL,1500.0,EQUITY,United States,Communication Services
315,ChatGPT,15,seeking,engineered,7,,3M Company,MMM,1000.0,EQUITY,United States,Industrials
316,ChatGPT,15,seeking,engineered,7,ESG-focused Mutual Fund,Parnassus Core Equity Fund,PRBLX,1000.0,MUTUALFUND,,
317,ChatGPT,15,seeking,engineered,7,Microfinance Loans,Kiva.org (platform for microloans),,1000.0,,,
318,ChatGPT,15,seeking,engineered,7,Green Bonds,Various issuers and projects,,1000.0,BOND,,
319,ChatGPT,15,seeking,engineered,8,Socially Responsible ETF,iShares MSCI KLD 400 Social ETF,DSI,2500.0,ETF,,
320,ChatGPT,15,seeking,engineered,8,Renewable Energy Stocks,NextEra Energy Inc.,NEE,2000.0,EQUITY,United States,Utilities
321,ChatGPT,15,seeking,engineered,8,Impact Bonds,World Bank Green Bonds,,1500.0,BOND,,
322,ChatGPT,15,seeking,engineered,8,Sustainable Agriculture,Beyond Meat Inc.,BYND,2000.0,EQUITY,United States,Consumer Defensive
323,ChatGPT,15,seeking,engineered,8,Clean Technology Stocks,"Tesla, Inc.",TSLA,2000.0,EQUITY,United States,Consumer Cyclical
324,ChatGPT,15,seeking,engineered,9,Exchange-Traded Fund (ETF),iShares MSCI KLD 400 Social ETF,DSI,2500.0,ETF,,
325,ChatGPT,15,seeking,engineered,9,Clean Energy,"NextEra Energy, Inc.",NEE,2000.0,EQUITY,United States,Utilities
326,ChatGPT,15,seeking,engineered,9,Sustainable Food,"Beyond Meat, Inc.",BYND,1500.0,EQUITY,United States,Consumer Defensive
327,ChatGPT,15,seeking,engineered,9,Renewable Energy Infrastructure,Brookfield Renewable Partners LP,BEP,1500.0,EQUITY,Bermuda,Utilities
328,ChatGPT,15,seeking,engineered,9,Socially Responsible Index Fund,Vanguard FTSE Social Index Fund,VFTAX,2000.0,MUTUALFUND,,
329,ChatGPT,15,seeking,engineered,9,Impact Bonds,Global Impact Investing Network (GIIN),,500.0,BOND,,
330,ChatGPT,30,averse,control,0,Stocks,S&P 500 Index Fund,VOO,4000.0,ETF,,
331,ChatGPT,30,averse,control,0,Bonds,Total Bond Market Index Fund,BND,3000.0,ETF,,
332,ChatGPT,30,averse,control,0,High-Yield Savings Account,-,,2000.0,SAVING,,
333,ChatGPT,30,averse,control,0,Real Estate Investment Trust (REIT),Vanguard Real Estate ETF,VNQ,1000.0,ETF,,
334,ChatGPT,30,averse,control,1,Exchange-Traded Fund (ETF),iShares MSCI KLD 400 Social ETF,DSI,3000.0,ETF,,
335,ChatGPT,30,averse,control,1,Sustainable Bonds,Vanguard ESG U.S. Corporate Bond ETF,VCEB,2000.0,ETF,,
336,ChatGPT,30,averse,control,1,Socially Responsible Mutual Fund,Parnassus Core Equity Fund,PRBLX,3000.0,MUTUALFUND,,
337,ChatGPT,30,averse,control,1,Impact Investing,Calvert Impact Capital,,2000.0,,,
338,ChatGPT,30,averse,control,2,Index Fund,S&P 500 Index Fund,SPY,3000.0,ETF,,
339,ChatGPT,30,averse,control,2,Bond Fund,Intermediate-Term Government Bond Fund,VGIT,2000.0,ETF,,
340,ChatGPT,30,averse,control,2,Dividend Stocks,Dividend Aristocrats ETF,NOBL,2000.0,ETF,,
341,ChatGPT,30,averse,control,2,Real Estate Investment Trust (REIT),Vanguard Real Estate Index Fund,VNQ,1500.0,ETF,,
342,ChatGPT,30,averse,control,2,High-Yield Savings Account,-,,1500.0,SAVING,,
343,ChatGPT,30,averse,control,3,Treasury Bonds,U.S. Treasury Bonds,,3000.0,BOND,,
344,ChatGPT,30,averse,control,3,Corporate Bonds,iShares iBoxx $ Investment Grade Corporate Bond ETF,LQD,3000.0,ETF,,
345,ChatGPT,30,averse,control,3,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500.0,ETF,,
346,ChatGPT,30,averse,control,3,Savings Account,"High-yield savings account (e.g., Ally Bank, Marcus by Goldman Sachs)",,500.0,SAVING,,
348,ChatGPT,30,averse,control,4,Stocks,Apple Inc.,AAPL,4000.0,EQUITY,United States,Technology
349,ChatGPT,30,averse,control,4,,Microsoft Corp.,MSFT,3000.0,EQUITY,United States,Technology
350,ChatGPT,30,averse,control,4,Bonds,iShares Core US,AGG,1000.0,ETF,,
352,ChatGPT,30,averse,control,4,Real Estate,Vanguard Real,VNQ,1500.0,ETF,,
354,ChatGPT,30,averse,control,4,Mutual Funds,Vanguard,VTSAX,500.0,MUTUALFUND,,
356,ChatGPT,30,averse,control,5,Index Fund,Vanguard S&P 500 Index Fund,VFIAX,3000.0,MUTUALFUND,,
357,ChatGPT,30,averse,control,5,Bond Fund,iShares U.S. Aggregate Bond ETF,AGG,2000.0,ETF,,
358,ChatGPT,30,averse,control,5,Dividend Stocks,Johnson & Johnson,JNJ,2000.0,EQUITY,United States,Healthcare
359,ChatGPT,30,averse,control,5,Real Estate,Real Estate Investment Trust (REIT),VNQ,2000.0,ETF,,
360,ChatGPT,30,averse,control,5,High-Yield Savings Account,-,,1000.0,SAVING,,
361,ChatGPT,30,averse,control,6,Exchange-Traded Fund (ETF),Vanguard Total Stock Market ETF,VTI,4000.0,ETF,,
362,ChatGPT,30,averse,control,6,Index Fund,Schwab S&P 500 Index Fund,SWPPX,2000.0,MUTUALFUND,,
363,ChatGPT,30,averse,control,6,Bonds,iShares U.S. Treasury Bond ETF,GOVT,1500.0,ETF,,
364,ChatGPT,30,averse,control,6,Dividend Stocks,ProShares S&P 500 Dividend Aristocrats ETF,NOBL,1500.0,ETF,,
365,ChatGPT,30,averse,control,6,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1000.0,ETF,,
366,ChatGPT,30,averse,control,7,Stocks,Vanguard S&P 500 ETF,VOO,3000.0,ETF,,
367,ChatGPT,30,averse,control,7,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000.0,ETF,,
368,ChatGPT,30,averse,control,7,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000.0,ETF,,
369,ChatGPT,30,averse,control,7,Certificates of Deposit (CDs),N/A,,2000.0,DEPOSIT,,
370,ChatGPT,30,averse,control,7,High-Yield Savings Account,N/A,,1000.0,SAVING,,
371,ChatGPT,30,averse,control,8,Index Fund,Vanguard Total Stock Market Index Fund,VTSMX,3000.0,MUTUALFUND,,
372,ChatGPT,30,averse,control,8,Bond Fund,iShares Core U.S. Aggregate Bond ETF,AGG,3000.0,ETF,,
373,ChatGPT,30,averse,control,8,Dividend Stocks,AT&T Inc.,T,2000.0,EQUITY,United States,Communication Services
374,ChatGPT,30,averse,control,8,Savings Account,High-yield Online Savings Account,,2000.0,SAVING,,
375,ChatGPT,30,averse,control,9,Index Fund,Vanguard S&P 500 ETF,VOO,4000.0,ETF,,
376,ChatGPT,30,averse,control,9,Bond Fund,iShares Core U.S. Aggregate Bond ETF,AGG,2000.0,ETF,,
377,ChatGPT,30,averse,control,9,Dividend Stocks,Johnson & Johnson,JNJ,1500.0,EQUITY,United States,Healthcare
378,ChatGPT,30,averse,control,9,Dividend Stocks,Procter & Gamble,PG,1500.0,EQUITY,United States,Consumer Defensive
379,ChatGPT,30,averse,control,9,High-Yield Savings Account,N/A,,1000.0,SAVING,,
380,ChatGPT,30,neutral,control,0,Stock,Apple Inc.,AAPL,2500.0,EQUITY,United States,Technology
381,ChatGPT,30,neutral,control,0,Exchange-Traded Fund (ETF),Vanguard Total Stock Market ETF,VTI,2500.0,ETF,,
382,ChatGPT,30,neutral,control,0,Mutual Fund,Fidelity Contrafund,FCNTX,2000.0,MUTUALFUND,,
383,ChatGPT,30,neutral,control,0,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,1500.0,ETF,,
384,ChatGPT,30,neutral,control,0,Real Estate Investment Trust (REIT),Vanguard Real Estate ETF,VNQ,1000.0,ETF,,
385,ChatGPT,30,neutral,control,0,Cryptocurrency,Bitcoin,BTC-USD,500.0,CRYPTOCURRENCY,,
386,ChatGPT,30,neutral,control,1,Stock,Apple Inc.,AAPL,3000.0,EQUITY,United States,Technology
387,ChatGPT,30,neutral,control,1,Stock,Amazon.com Inc.,AMZN,2000.0,EQUITY,United States,Consumer Cyclical
388,ChatGPT,30,neutral,control,1,ETF,Vanguard Total Stock Market ETF,VTI,2000.0,ETF,,
389,ChatGPT,30,neutral,control,1,Cryptocurrency,Bitcoin,BTC-USD,2000.0,CRYPTOCURRENCY,,
390,ChatGPT,30,neutral,control,1,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,1000.0,ETF,,
391,ChatGPT,30,neutral,control,2,Stocks,Apple Inc.,AAPL,4000.0,EQUITY,United States,Technology
392,ChatGPT,30,neutral,control,2,,Tesla Inc.,TSLA,2000.0,EQUITY,United States,Consumer Cyclical
393,ChatGPT,30,neutral,control,2,,Amazon.com Inc.,AMZN,2000.0,EQUITY,United States,Consumer Cyclical
394,ChatGPT,30,neutral,control,2,Bonds,Vanguard Total Bond Market ETF,BND,1500.0,ETF,,
395,ChatGPT,30,neutral,control,2,Real Estate,Real Estate Investment Trust (REIT),,500.0,REALESTATE,,
396,ChatGPT,30,neutral,control,2,Cryptocurrency,Bitcoin,BTC-USD,1000.0,CRYPTOCURRENCY,,
397,ChatGPT,30,neutral,control,3,Stocks,Apple,AAPL,3000.0,EQUITY,United States,Technology
398,ChatGPT,30,neutral,control,3,,Amazon,AMZN,2500.0,EQUITY,United States,Consumer Cyclical
399,ChatGPT,30,neutral,control,3,,Microsoft,MSFT,2500.0,EQUITY,United States,Technology
400,ChatGPT,30,neutral,control,3,Bonds,iShares Treasury ETF,GOVT,1500.0,ETF,,
401,ChatGPT,30,neutral,control,3,Real Estate,Vanguard REIT ETF,VNQ,1000.0,ETF,,
402,ChatGPT,30,neutral,control,4,Stock,Apple Inc.,AAPL,4000.0,EQUITY,United States,Technology
403,ChatGPT,30,neutral,control,4,ETF,Vanguard Total Stock Market ETF,VTI,2500.0,ETF,,
404,ChatGPT,30,neutral,control,4,Cryptocurrency,Bitcoin,BTC-USD,1500.0,CRYPTOCURRENCY,,
405,ChatGPT,30,neutral,control,4,Bond,iShares Core U.S. Aggregate Bond ETF,AGG,1500.0,ETF,,
406,ChatGPT,30,neutral,control,4,Mutual Fund,Vanguard 500 Index Fund,VFINX,1500.0,MUTUALFUND,,
407,ChatGPT,30,neutral,control,5,Stocks (High Risk),Tech Company ETF,VGT,3000.0,ETF,,
408,ChatGPT,30,neutral,control,5,,Global Index Fund,VT,2500.0,ETF,,
409,ChatGPT,30,neutral,control,5,,Emerging Markets ETF,VWO,1500.0,ETF,,
410,ChatGPT,30,neutral,control,5,Bonds (Medium Risk),US Treasury Bonds,IEF,1500.0,ETF,,
411,ChatGPT,30,neutral,control,5,,Corporate Bond ETF,LQD,1000.0,ETF,,
412,ChatGPT,30,neutral,control,5,,Municipal Bond Fund,MUB,500.0,ETF,,
413,ChatGPT,30,neutral,control,5,Alternative Investments (Medium-High Risk),Real Estate Investment Trust (REIT),VNQ,1000.0,ETF,,
414,ChatGPT,30,neutral,control,5,,"Cryptocurrency (e.g., Bitcoin)",BTC-USD,500.0,CRYPTOCURRENCY,,
415,ChatGPT,30,neutral,control,5,,Renewable Energy ETF,ICLN,500.0,ETF,,
416,ChatGPT,30,neutral,control,6,Stocks,Apple Inc.,AAPL,3000.0,EQUITY,United States,Technology
417,ChatGPT,30,neutral,control,6,,Amazon.com Inc.,AMZN,2500.0,EQUITY,United States,Consumer Cyclical
418,ChatGPT,30,neutral,control,6,,Alphabet Inc. Class A,GOOGL,2500.0,EQUITY,United States,Communication Services
419,ChatGPT,30,neutral,control,6,Emerging Markets ETF,iShares MSCI Emerging,EEM,1500.0,ETF,,
420,ChatGPT,30,neutral,control,6,High-Growth Stock,"Square, Inc.",SQ,1500.0,EQUITY,United States,Technology
421,ChatGPT,30,neutral,control,7,Stocks,Apple Inc.,AAPL,2500.0,EQUITY,United States,Technology
422,ChatGPT,30,neutral,control,7,Mutual Funds,Vanguard Total Stock Market Index Fund,VTSAX,2500.0,MUTUALFUND,,
423,ChatGPT,30,neutral,control,7,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000.0,ETF,,
424,ChatGPT,30,neutral,control,7,Real Estate Investment Trust (REIT),Vanguard Real Estate ETF,VNQ,1500.0,ETF,,
425,ChatGPT,30,neutral,control,7,Cryptocurrency,Bitcoin (BTC),BTC-USD,1500.0,CRYPTOCURRENCY,,
426,ChatGPT,30,neutral,control,8,Stock,Amazon,AMZN,3500.0,EQUITY,United States,Consumer Cyclical
427,ChatGPT,30,neutral,control,8,Stock,Alphabet Inc.,GOOGL,2500.0,EQUITY,United States,Communication Services
428,ChatGPT,30,neutral,control,8,ETF,Vanguard S&P 500,VOO,2000.0,ETF,,
429,ChatGPT,30,neutral,control,8,ETF,Invesco QQQ,QQQ,1500.0,ETF,,
430,ChatGPT,30,neutral,control,8,Cryptocurrency,Bitcoin,BTC-USD,500.0,CRYPTOCURRENCY,,
431,ChatGPT,30,neutral,control,9,Stocks,Apple Inc.,AAPL,4000.0,EQUITY,United States,Technology
432,ChatGPT,30,neutral,control,9,,Amazon.com Inc.,AMZN,2500.0,EQUITY,United States,Consumer Cyclical
433,ChatGPT,30,neutral,control,9,,Alphabet Inc.,GOOGL,1500.0,EQUITY,United States,Communication Services
434,ChatGPT,30,neutral,control,9,,NVIDIA Corporation,NVDA,1000.0,EQUITY,United States,Technology
435,ChatGPT,30,neutral,control,9,Bonds,Vanguard Total Bond Index Fund,VBTLX,1500.0,MUTUALFUND,,
436,ChatGPT,30,neutral,control,9,Cryptocurrency,Bitcoin,BTC-USD,500.0,CRYPTOCURRENCY,,
437,ChatGPT,30,seeking,control,0,Stocks,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
438,ChatGPT,30,seeking,control,0,Cryptocurrency,Ethereum,ETH-USD,2000.0,CRYPTOCURRENCY,,
439,ChatGPT,30,seeking,control,0,Mutual Funds,Vanguard 500 Index Fund,VFIAX,2500.0,MUTUALFUND,,
440,ChatGPT,30,seeking,control,0,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500.0,ETF,,
441,ChatGPT,30,seeking,control,0,Peer-to-Peer Lending,LendingClub,LC,1000.0,EQUITY,United States,Financial Services
442,ChatGPT,30,seeking,control,1,Individual stocks,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
443,ChatGPT,30,seeking,control,1,,Square Inc.,SQ,2000.0,EQUITY,United States,Technology
444,ChatGPT,30,seeking,control,1,,NIO Limited,NIO,2000.0,EQUITY,China,Consumer Cyclical
445,ChatGPT,30,seeking,control,1,Cryptocurrencies,Bitcoin,BTC-USD,1500.0,CRYPTOCURRENCY,,
446,ChatGPT,30,seeking,control,1,,Ethereum,ETH-USD,1500.0,CRYPTOCURRENCY,,
447,ChatGPT,30,seeking,control,1,,Polkadot,DOT-USD,500.0,CRYPTOCURRENCY,,
448,ChatGPT,30,seeking,control,2,Stocks - Large Cap Growth,Amazon.com Inc.,AMZN,2500.0,EQUITY,United States,Consumer Cyclical
449,ChatGPT,30,seeking,control,2,Stocks - Technology,Alphabet Inc. (Google),GOOGL,2000.0,EQUITY,United States,Communication Services
450,ChatGPT,30,seeking,control,2,Stocks - Small Cap,The Trade Desk Inc.,TTD,1500.0,EQUITY,United States,Technology
451,ChatGPT,30,seeking,control,2,Exchange-Traded Fund (ETF),Invesco QQQ Trust,QQQ,1500.0,ETF,,
452,ChatGPT,30,seeking,control,2,Cryptocurrency,Bitcoin (BTC),BTC-USD,1500.0,CRYPTOCURRENCY,,
453,ChatGPT,30,seeking,control,2,Renewable Energy Stocks,NextEra Energy Inc.,NEE,1500.0,EQUITY,United States,Utilities
454,ChatGPT,30,seeking,control,3,Stocks,Apple Inc.,AAPL,3000.0,EQUITY,United States,Technology
455,ChatGPT,30,seeking,control,3,Technology ETF,Invesco QQQ Trust,QQQ,2000.0,ETF,,
456,ChatGPT,30,seeking,control,3,Renewable Energy ETF,iShares Global Clean Energy ETF,ICLN,1500.0,ETF,,
457,ChatGPT,30,seeking,control,3,Small-Cap Growth Stocks,The Trade Desk Inc.,TTD,1500.0,EQUITY,United States,Technology
458,ChatGPT,30,seeking,control,3,Cryptocurrency,Bitcoin,BTC-USD,1000.0,CRYPTOCURRENCY,,
459,ChatGPT,30,seeking,control,3,Pharmaceuticals,Pfizer Inc.,PFE,1000.0,EQUITY,United States,Healthcare
460,ChatGPT,30,seeking,control,4,Stocks,Tesla Inc.,TSLA,4000.0,EQUITY,United States,Consumer Cyclical
461,ChatGPT,30,seeking,control,4,,Amazon.com Inc.,AMZN,2500.0,EQUITY,United States,Consumer Cyclical
462,ChatGPT,30,seeking,control,4,,Advanced Micro Devices Inc.,AMD,1500.0,EQUITY,United States,Technology
463,ChatGPT,30,seeking,control,4,Cryptocurrency,Bitcoin,BTC-USD,1000.0,CRYPTOCURRENCY,,
464,ChatGPT,30,seeking,control,4,,Ethereum,ETH-USD,1000.0,CRYPTOCURRENCY,,
465,ChatGPT,30,seeking,control,4,Mutual Funds,Vanguard Total Stock Market Index Fund,VTSMX,500.0,MUTUALFUND,,
466,ChatGPT,30,seeking,control,4,Real Estate,Real Estate Investment Trust (REIT),,500.0,REALESTATE,,
467,ChatGPT,30,seeking,control,5,High-risk stock,Tesla,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
468,ChatGPT,30,seeking,control,5,Cryptocurrency,Bitcoin,BTC-USD,2000.0,CRYPTOCURRENCY,,
469,ChatGPT,30,seeking,control,5,Growth stock,Square,SQ,2000.0,EQUITY,United States,Technology
470,ChatGPT,30,seeking,control,5,Exchange-traded fund (ETF),ARK Innovation ETF,ARKK,2000.0,ETF,,
471,ChatGPT,30,seeking,control,5,Index fund,S&P 500 Index Fund,VOO,1000.0,ETF,,
472,ChatGPT,30,seeking,control,6,Stocks,Amazon.com Inc.,AMZN,4000.0,EQUITY,United States,Consumer Cyclical
473,ChatGPT,30,seeking,control,6,,Tesla Inc.,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
474,ChatGPT,30,seeking,control,6,,Square Inc.,SQ,1500.0,EQUITY,United States,Technology
475,ChatGPT,30,seeking,control,6,Cryptocurrency,Bitcoin,BTC-USD,1500.0,CRYPTOCURRENCY,,
476,ChatGPT,30,seeking,control,6,,Ethereum,ETH-USD,500.0,CRYPTOCURRENCY,,
477,ChatGPT,30,seeking,control,7,Stocks,Tesla,TSLA,3000.0,EQUITY,United States,Consumer Cyclical
478,ChatGPT,30,seeking,control,7,,Amazon,AMZN,2000.0,EQUITY,United States,Consumer Cyclical
479,ChatGPT,30,seeking,control,7,,Advanced Micro Devices,AMD,2000.0,EQUITY,United States,Technology
